fiscal_year,contractingcustomer,contractingsubcustomer,fundingagency,fundingsubagency,productserviceorRndArea,PlatformPortfolio,isforeignownedandlocated,isforeigngovernment,isinternationalorganization,fundedbyforeignentity,PlaceCountryText,PlaceIsInternational,OriginIsInternational,OriginCountryText,VendorIsInternational,VendorCountryText,SumOfnumberOfActions,SumOfobligatedAmount
2016,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,1,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,44172.4502
2016,Defense,DLA,Defense,DLA,Ground Vehicles,Land Vehicles,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,13,183816.0000
2012,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,5,4747840.0000
2003,State and IAP,State,State and IAP,State,PAMS,Other R&D and Knowledge Based,0,0,0,,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,4,245500.0000
2009,DHS,ICE,DHS,ICE,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,4054.0000
2003,GSA,GSA,Defense,Army,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,16574.0000
2011,State and IAP,USAID,State and IAP,USAID,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,22047.0000
2011,Defense,Air Force,Defense,Air Force,PAMS,Other R&D and Knowledge Based,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,-55623.1484
2013,HHS,HHS,HHS,HHS,PAMS,Other R&D and Knowledge Based,1,0,0,,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,1,5060.1600
2015,Defense,Navy,Defense,Navy,Launchers & Munitions,Ordnance and Missiles,1,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,0.0000
2015,Defense,Army,Defense,Army,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,6391.1100
2016,VA,VA,VA,VA,ICT,"Electronics, Comms, & Sensors",1,0,1,X,UNITED STATES,0,1,ISRAEL,1,ISRAEL,1,135000.0000
2018,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,0,0,0,A,ISRAEL,1,1,ICELAND,0,UNITED STATES,1,46447.0000
2010,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,247595.2422
2001,Defense,Army,Defense,Army,Engines & Power Plants,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,460272.0000
2009,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,1,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,2,2565367.0000
2009,Defense,Navy,Defense,Navy,Engines & Power Plants,Aircraft,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,77585.9219
2010,Defense,Navy,Defense,Navy,Engines & Power Plants,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,0.0000
2012,Other Agencies,Commerce,Other Agencies,Commerce,Aircraft,Aircraft,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,98750.0000
2010,State and IAP,State,State and IAP,State,Other,Other Products,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,8,44863.3897
2006,Defense,Army,Defense,Army,Clothing & Subsistence,Other Products,0,0,0,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,1,0.0000
2010,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,6,241289.9605
2004,Other Agencies,Interior,Other Agencies,Interior,PAMS,Other R&D and Knowledge Based,0,0,0,,,1,1,,1,ISRAEL,1,15040.0000
2011,Defense,DLA,Defense,Air Force,Aircraft,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,0.0000
2011,State and IAP,USAID,State and IAP,USAID,System Development & Demonstration (6.5),Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,5,13288.0000
2010,Defense,Army,Defense,Army,ERS,Other Services,0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,0.0000
2014,VA,VA,VA,VA,Clothing & Subsistence,Other Products,1,0,0,,ISRAEL,1,1,ICELAND,1,ISRAEL,1,10180.0000
2016,Defense,Army,Defense,Army,Applied Research (6.2),Other R&D and Knowledge Based,0,0,0,X,ISRAEL,1,0,UNITED STATES,1,ISRAEL,1,1159139.0000
2017,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,X,ISRAEL,1,1,,0,UNITED STATES,1,-648600.6875
2009,Defense,Army,Defense,Army,Aircraft,Aircraft,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,30080.4805
2012,NASA,NASA,NASA,NASA,Other,Other Products,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,23123.0000
2007,Defense,Army,Defense,Army,Clothing & Subsistence,Other Products,0,0,0,,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,4,320380.0000
2007,Defense,Army,Defense,Army,Ground Vehicles,Land Vehicles,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,3,1003662.0000
2000,Defense,Army,Defense,Army,Applied Research (6.2),Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,200000.0000
2010,Defense,Army,Defense,Army,Launchers & Munitions,Ordnance and Missiles,0,0,0,,ISRAEL,1,0,UNITED STATES,1,,1,0.0000
2012,State and IAP,State,State and IAP,State,Ground Vehicles,Land Vehicles,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,38,821437.6528
2008,Defense,DLA,Defense,DLA,Engines & Power Plants,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,7,552504.0000
2011,State and IAP,USAID,State and IAP,USAID,PAMS,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,3,97235.0000
2005,VA,VA,VA,VA,Clothing & Subsistence,Other Products,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,32169.7598
2007,Defense,DLA,Defense,DLA,Other,Other Products,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,199536.0000
2008,Other Agencies,Agriculture,Other Agencies,Agriculture,Other,Other Products,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,1023185.6875
2017,Defense,Navy,Defense,Navy,Aircraft,Aircraft,0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,575230.0000
2013,Defense,Army,Defense,Army,Ground Vehicles,Aircraft,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,608982.0000
2014,State and IAP,State,State and IAP,State,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,6933.2500
2015,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,116,1110993.3705
2009,Defense,Army,Defense,Army,ERS,Other Services,1,0,0,,,1,1,,1,ISRAEL,0,0.0000
2017,State and IAP,State,State and IAP,State,ERS,Other Services,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,15,160328.5098
2017,State and IAP,State,State and IAP,State,PAMS,Other Services,0,0,0,X,,1,1,,1,ISRAEL,0,-1711621.5000
2010,Defense,Navy,Defense,Navy,Other,Facilities and Construction,0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,1013792.0000
2006,Defense,Navy,Defense,DLA,Other,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,2,39869.0000
2012,Defense,Army,Defense,Army,PAMS,Other Services,0,0,0,,ISRAEL,1,1,GERMANY,0,UNITED STATES,7,1941261.2500
2009,State and IAP,State,State and IAP,State,ERS,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,,0,UNITED STATES,1,9186.2500
2010,State and IAP,State,State and IAP,State,MED,Other Services,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,1,119341.0000
2011,VA,VA,VA,VA,MED,Other Services,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,99000.0000
2006,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,11,9485845.8937
2005,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,4,63815.0000
2007,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,,1,ISRAEL,2,10158.3600
2008,State and IAP,State,State and IAP,State,NULL,NULL,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,20830.0000
2007,Defense,Navy,Defense,Navy,Electronics & Communications,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,10025.0000
2004,Defense,Army,Defense,Army,Aircraft,Aircraft,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,324247.0000
2014,State and IAP,USAID,State and IAP,USAID,Other,Facilities and Construction,0,0,0,,MALAWI,1,1,ISRAEL,0,UNITED STATES,2,292857.5000
2015,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,0,0,0,A,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,73,62592233.2200
2015,Defense,DLA,Defense,DLA,Engines & Power Plants,Land Vehicles,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,284.2500
2017,Defense,Other DoD,Defense,Other DoD,Aircraft,Aircraft,0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,8,2570156.0000
2017,State and IAP,USAID,State and IAP,USAID,FRS&C,Facilities and Construction,1,0,1,X,,1,NULL,NULL,1,ISRAEL,1,6487897.5000
2017,Defense,Army,Defense,Army,Clothing & Subsistence,Other Products,0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,153651.3438
2001,Defense,Navy,Defense,Navy,Missiles & Space,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,599193.0000
2010,VA,VA,VA,VA,Clothing & Subsistence,Other Products,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,4910.6401
2011,Defense,Air Force,Defense,Air Force,Electronics & Communications,"Electronics, Comms, & Sensors",1,0,1,,UNITED STATES,0,1,ISRAEL,1,ISRAEL,1,12630.0000
2011,VA,VA,VA,VA,Other,Facilities and Construction,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,177033.3125
2013,State and IAP,State,State and IAP,State,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,58,594704.4400
2013,Defense,DLA,Defense,Navy,Aircraft,Aircraft,1,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,26476.0000
2000,State and IAP,State,State and IAP,State,Other,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,35000.0000
2010,VA,VA,VA,VA,Clothing & Subsistence,Other Products,0,0,0,,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,22,167711.0996
2005,Defense,DLA,Defense,DLA,Fuels,Other Products,0,0,0,,ISRAEL,1,1,ISRAEL,1,,2,2830188.0000
2010,Defense,Navy,Defense,Navy,Aircraft,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,195930.0000
2009,Defense,DLA,Defense,Army,Other,Land Vehicles,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,2022283.6250
2006,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,1,,2,6425558.0000
2008,Other Agencies,Interior,Other Agencies,Interior,PAMS,Facilities and Construction,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,1,6630.3198
2016,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,X,ISRAEL,1,1,,0,UNITED STATES,3,-557996.1875
2017,Defense,DLA,Defense,Air Force,Aircraft,Aircraft,1,0,1,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,0.0000
2017,Defense,DLA,Defense,DLA,Electronics & Communications,Land Vehicles,1,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,8001.0000
2018,State and IAP,State,State and IAP,State,ERS,Other Services,0,0,0,B,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,5502.1201
2010,Other Agencies,Justice,Other Agencies,Justice,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,64480.0000
2014,Other Agencies,Agriculture,Other Agencies,Agriculture,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,1,10000.0000
2015,State and IAP,State,State and IAP,State,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,28,371239.1200
2013,HHS,HHS,HHS,HHS,Other,Facilities and Construction,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,4912.6500
2013,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,0,0,0,A,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,25950104.0000
2016,Other Agencies,Commerce,Other Agencies,Commerce,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,5,248145.6016
2006,State and IAP,State,State and IAP,State,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,26,167688.6699
2005,Defense,DLA,Defense,DLA,Ground Vehicles,Land Vehicles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,9,87081.0000
2011,VA,VA,VA,VA,Clothing & Subsistence,Other Products,0,0,0,,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,21,353596.9609
2012,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,2,4479340.6300
2007,Defense,Navy,Defense,Navy,Aircraft,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,0.0000
2011,State and IAP,USAID,State and IAP,USAID,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,8,94174.3296
2017,State and IAP,State,State and IAP,State,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,X,ISRAEL,1,1,NEPAL,0,UNITED STATES,1,20940.0000
2017,Defense,DLA,Defense,DLA,Ground Vehicles,Land Vehicles,1,0,1,X,,1,1,,1,ISRAEL,0,0.0000
2006,Defense,Army,Defense,Army,PAMS,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,29948.0000
2013,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other Agencies,BROADCASTING BOARD OF GOVERNORS,PAMS,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,11,583708.2200
2015,State and IAP,USAID,State and IAP,USAID,ICT,"Electronics, Comms, & Sensors",1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,-843.8600
2015,Defense,Army,Defense,Army,Engines & Power Plants,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,-30064.0000
2002,Defense,Air Force,Defense,Air Force,Aircraft,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,3,490754.0000
2016,Defense,Army,Defense,Army,PAMS,Other Services,1,0,0,X,,1,1,,1,ISRAEL,0,0.0000
2009,State and IAP,State,State and IAP,State,MED,Other Services,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,3,20577.6202
2001,NASA,NASA,NASA,NASA,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,0.0000
2007,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,10780.0000
2008,State and IAP,USAID,State and IAP,USAID,Other,Other Products,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,20000.0000
2010,Defense,DLA,Defense,DLA,Aircraft,Aircraft,1,0,1,,ISRAEL,1,1,CANADA,1,ISRAEL,1,15912.0000
2009,Defense,Army,Defense,Army,ERS,Facilities and Construction,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,26500.0000
2000,Defense,DLA,Defense,DLA,Other,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,5,534929.0000
2010,Defense,DLA,Defense,DLA,Electronics & Communications,"Electronics, Comms, & Sensors",1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,4,43910.0000
2002,State and IAP,State,State and IAP,State,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,62000.0000
2006,Defense,Navy,Defense,Navy,Launchers & Munitions,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,7,41639.0000
2011,Other Agencies,Commerce,Other Agencies,Commerce,Aircraft,Aircraft,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,36250.0000
2008,Other Agencies,Transportation,Other Agencies,Transportation,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,3,5463780.0000
2017,State and IAP,State,State and IAP,State,PAMS,Other R&D and Knowledge Based,0,0,0,X,,1,1,,1,ISRAEL,0,0.0000
2006,DHS,FEMA,DHS,FEMA,Other,Facilities and Construction,0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,0.0000
2018,State and IAP,USAID,State and IAP,USAID,ICT,"Electronics, Comms, & Sensors",0,0,0,X,,1,1,ISRAEL,0,UNITED STATES,1,0.0000
2014,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,7,24449372.8200
2014,Defense,Army,Defense,Army,Aircraft,Aircraft,1,0,1,X,ISRAEL,1,0,UNITED STATES,1,ISRAEL,1,934144.0000
2015,State and IAP,State,State and IAP,State,PAMS,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,5,60878.4600
2015,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,1,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,3,23316.6406
2015,Defense,Navy,Defense,Navy,Other,Other Products,1,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,43278.3800
2016,Defense,Navy,Defense,Navy,Aircraft,Aircraft,1,0,1,X,,1,1,,1,ISRAEL,0,0.0000
2007,Defense,Air Force,Defense,Air Force,Engines & Power Plants,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,6,5234108.0000
2009,State and IAP,State,State and IAP,State,ERS,Other Services,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,3,5863.0000
2012,Defense,DLA,Defense,DLA,Other,Other Products,1,0,1,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,1,19500.0000
2003,Defense,Navy,Defense,Navy,PAMS,Other R&D and Knowledge Based,0,0,0,,ITALY,1,1,ISRAEL,1,,1,1357145.0000
2010,Defense,Army,Defense,Army,Basic Research (6.1),Other R&D and Knowledge Based,0,1,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2013,State and IAP,State,State and IAP,State,PAMS,Other Services,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,-42093.5500
2010,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,110,2090430.8355
2012,Defense,DLA,Defense,DLA,Other,Ships & Submarines,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,11,704153.0000
2009,State and IAP,State,State and IAP,State,Launchers & Munitions,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,41015.0000
2010,State and IAP,State,State and IAP,State,PAMS,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,3,40620.2200
2008,HHS,HHS,HHS,HHS,PAMS,Other R&D and Knowledge Based,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,30000.0000
2012,Other Agencies,All other Customers,Other Agencies,All other Customers,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,24750.0000
2015,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,1,0,0,X,"PALESTINIAN TERRITORY,OCCUPIED",1,1,"PALESTINIAN TERRITORY,OCCUPIED",1,ISRAEL,1,18845.0000
2015,Defense,Navy,Defense,Navy,PAMS,Other R&D and Knowledge Based,1,0,1,X,UNITED STATES,0,1,ISRAEL,1,ISRAEL,1,64377.0000
2011,VA,VA,VA,VA,Clothing & Subsistence,Other Products,0,0,0,,,1,1,,1,ISRAEL,0,0.0000
2016,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,1,0,0,X,PANAMA,1,1,PANAMA,1,ISRAEL,1,0.0000
2009,Defense,Army,Defense,Army,Other,Ordnance and Missiles,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,-4692.0000
2007,Defense,Air Force,Defense,Air Force,Other,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,40293.0000
2012,Defense,Army,Defense,Army,Clothing & Subsistence,Other Products,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,7995.0000
2013,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,1,0,0,,,1,1,,1,ISRAEL,0,0.0000
2014,Defense,Navy,Defense,Navy,Engines & Power Plants,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,190150.0000
2015,Energy,Energy,Energy,Energy,FRS&C,Facilities and Construction,0,0,0,X,LEBANON,1,1,ISRAEL,0,UNITED STATES,1,-234600.0000
2003,State and IAP,State,State and IAP,State,Other,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,56702.0000
2005,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,1,,UNITED STATES,0,1,ISRAEL,1,ISRAEL,10,7576561.0000
2008,State and IAP,State,State and IAP,State,PAMS,Facilities and Construction,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,4,424181.9844
2008,Defense,Navy,Defense,Navy,Other,Ships & Submarines,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,604800.0000
2010,State and IAP,State,State and IAP,State,Other,Facilities and Construction,0,0,0,X,ISRAEL,1,NULL,NULL,0,UNITED STATES,1,-16649.4395
2007,Defense,Army,Defense,Army,Launchers & Munitions,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,4,33811.0000
2017,Defense,Other DoD,Defense,Air Force,PAMS,Other Services,0,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,8,1231193.4552
2017,State and IAP,State,State and IAP,State,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,8,90200.4584
2018,Defense,DLA,Defense,DLA,Electronics & Communications,Aircraft,0,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,13428.0000
2008,Defense,Army,Defense,Army,Aircraft,Aircraft,0,0,0,,ISRAEL,1,0,UNITED STATES,1,,1,1560090.0000
2007,Defense,Navy,Defense,Navy,Basic Research (6.1),Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2016,Defense,Army,Defense,Army,Engines & Power Plants,Aircraft,0,0,0,A,ISRAEL,1,0,UNITED STATES,1,ISRAEL,2,2371.0000
2001,Defense,Air Force,Defense,Air Force,Aircraft,Aircraft,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,1,5165499.0000
2016,State and IAP,State,State and IAP,State,ERS,Other Services,1,0,0,X,,1,1,,1,ISRAEL,0,748183.3125
2016,Defense,Other DoD,Defense,DLA,Other,Other Products,0,0,0,X,,1,1,,1,ISRAEL,0,0.0000
2008,State and IAP,State,State and IAP,State,ERS,Land Vehicles,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,55,1108563.0000
2012,Defense,DLA,Defense,DLA,Aircraft,Aircraft,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,8,663135.0000
2009,Defense,Navy,Defense,Army,Other,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,3,103008.5723
2010,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,1,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,1822222.0000
2010,Defense,Army,Defense,Army,Engines & Power Plants,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,1182727.0000
2001,Defense,Air Force,Defense,Air Force,Missiles & Space,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,2,122686.0000
2016,State and IAP,USAID,State and IAP,USAID,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,-173.3900
2016,State and IAP,State,State and IAP,State,PAMS,Facilities and Construction,0,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,27451.0000
2017,State and IAP,State,State and IAP,State,Other,Facilities and Construction,0,0,0,B,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,21340.9410
2018,Defense,Other DoD,Defense,Navy,Aircraft,Aircraft,1,0,1,A,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2010,Defense,Air Force,Defense,Air Force,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,2,414009.6563
2013,State and IAP,State,State and IAP,State,ERS,Other Services,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,38,390685.8900
2015,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,20,8643126.8700
2015,State and IAP,State,State and IAP,State,Other,Facilities and Construction,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,70,746948.2080
2015,HHS,HHS,HHS,HHS,PAMS,Other R&D and Knowledge Based,1,0,0,X,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,1,10000.0000
2014,NASA,NASA,NASA,NASA,Other,Facilities and Construction,1,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,6700.0000
2004,Defense,Air Force,Defense,Air Force,Aircraft,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,6,559608.0000
2011,State and IAP,State,State and IAP,State,Ground Vehicles,Land Vehicles,0,0,0,,ISRAEL,1,1,JAPAN,0,UNITED STATES,1,9620.0000
