"principalnaicscode","principalnaicscodeText","principalNAICS2DigitCode","principalNAICS3DigitCode","principalNAICS4DigitCode","NAICS_shorthand","NAICS_unabbreviated","CriticalTech","FPDS_AnyTag","DeepTech","HighTech","Biotechnology","Quantum","FutureG","AdvMaterials","TrustedAI","SysOfSys","Microelectronics","Space","Renewable","Computing","HMI","DirectedEnergy","Hypersonics","SensorCyber","ComponentTech","ExIm_AnyTag","IsFormerCFIUScriticalTech","HighTechBLS"
422940,"Tobacco and Tobacco Product Wholesalers","42","422","4229","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
422950,"Paint, Varnish, and Supplies Wholesalers","42","422","4229","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
422990,"Other Miscellaneous Nondurable Goods Wholesalers","42","422","4229","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423110,"Automobile and Other Motor Vehicle Merchant Wholesalers","42","423","4231","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423120,"Motor Vehicle Supplies and New Parts Merchant Wholesalers","42","423","4231","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423130,"Tire and Tube Merchant Wholesalers","42","423","4231","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423140,"Motor Vehicle Parts (Used) Merchant Wholesalers","42","423","4231","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423210,"Furniture Merchant Wholesalers","42","423","4232","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423220,"Home Furnishing Merchant Wholesalers","42","423","4232","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers","42","423","4233","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers","42","423","4233","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers","42","423","4233","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423390,"Other Construction Material Merchant Wholesalers","42","423","4233","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423410,"Photographic Equipment and Supplies Merchant Wholesalers","42","423","4234","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Level-II Industry"
423420,"Office Equipment Merchant Wholesalers","42","423","4234","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Level-II Industry"
423430,"Computer and Computer Peripheral Equipment and Software Merchant Wholesalers","42","423","4234","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Level-II Industry"
423440,"Other Commercial Equipment Merchant Wholesalers","42","423","4234","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Level-II Industry"
423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers","42","423","4234","423450 Medical Equipment &  Supplies Wholesalers","423450 Medical Equipment & Supplies Wholesalers","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Level-II Industry"
423460,"Ophthalmic Goods Merchant Wholesalers","42","423","4234","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Level-II Industry"
423490,"Other Professional Equipment and Supplies Merchant Wholesalers","42","423","4234","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Level-II Industry"
423510,"Metal Service Centers and Other Metal Merchant Wholesalers","42","423","4235","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423520,"Coal and Other Mineral and Ore Merchant Wholesalers","42","423","4235","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers","42","423","4236","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers","42","423","4236","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423690,"Other Electronic Parts and Equipment Merchant Wholesalers","42","423","4236","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423710,"Hardware Merchant Wholesalers","42","423","4237","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423720,"Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers","42","423","4237","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423730,"Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers","42","423","4237","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423740,"Refrigeration Equipment and Supplies Merchant Wholesalers","42","423","4237","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423810,"Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers","42","423","4238","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423820,"Farm and Garden Machinery and Equipment Merchant Wholesalers","42","423","4238","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423830,"Industrial Machinery and Equipment Merchant Wholesalers","42","423","4238","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423840,"Industrial Supplies Merchant Wholesalers","42","423","4238","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423850,"Service Establishment Equipment and Supplies Merchant Wholesalers","42","423","4238","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423860,"Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers","42","423","4238","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423910,"Sporting and Recreational Goods and Supplies Merchant Wholesalers","42","423","4239","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423920,"Toy and Hobby Goods and Supplies Merchant Wholesalers","42","423","4239","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423930,"Recyclable Material Merchant Wholesalers","42","423","4239","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers","42","423","4239","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
423990,"Other Miscellaneous Durable Goods Merchant Wholesalers","42","423","4239","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424110,"Printing and Writing Paper Merchant Wholesalers","42","424","4241","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424120,"Stationery and Office Supplies Merchant Wholesalers","42","424","4241","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424130,"Industrial and Personal Service Paper Merchant Wholesalers","42","424","4241","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424210,"Drugs and Druggists' Sundries Merchant Wholesalers","42","424","4242","424210 Pharmaceutical Wholesalers","424210 Pharmaceutical Wholesalers","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers","42","424","4243","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424320,"Men's and Boys' Clothing and Furnishings Merchant Wholesalers","42","424","4243","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers","42","424","4243","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424340,"Footwear Merchant Wholesalers","42","424","4243","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424410,"General Line Grocery Merchant Wholesalers","42","424","4244","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424420,"Packaged Frozen Food Merchant Wholesalers","42","424","4244","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424430,"Dairy Product (except Dried or Canned) Merchant Wholesalers","42","424","4244","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424440,"Poultry and Poultry Product Merchant Wholesalers","42","424","4244","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424450,"Confectionery Merchant Wholesalers","42","424","4244","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424460,"Fish and Seafood Merchant Wholesalers","42","424","4244","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424470,"Meat and Meat Product Merchant Wholesalers","42","424","4244","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424480,"Fresh Fruit and Vegetable Merchant Wholesalers","42","424","4244","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424490,"Other Grocery and Related Products Merchant Wholesalers","42","424","4244","424490 Grocery Wholesalers","424490 Grocery Wholesalers","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424510,"Grain and Field Bean Merchant Wholesalers","42","424","4245","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424520,"Livestock Merchant Wholesalers","42","424","4245","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424590,"Other Farm Product Raw Material Merchant Wholesalers","42","424","4245","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424610,"Plastics Materials and Basic Forms and Shapes Merchant Wholesalers","42","424","4246","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424690,"Other Chemical and Allied Products Merchant Wholesalers","42","424","4246","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424710,"Petroleum Bulk Stations and Terminals","42","424","4247","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424720,"Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)","42","424","4247","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424810,"Beer and Ale Merchant Wholesalers","42","424","4248","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424820,"Wine and Distilled Alcoholic Beverage Merchant Wholesalers","42","424","4248","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424910,"Farm Supplies Merchant Wholesalers","42","424","4249","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","42","424","4249","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","42","424","4249","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424940,"Tobacco and Tobacco Product Merchant Wholesalers","42","424","4249","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","42","424","4249","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","42","424","4249","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
425110,"Business to Business Electronic Markets","42","425","4251","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
425120,"Wholesale Trade Agents and Brokers","42","425","4251","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
441110,"New Car Dealers","44-45","441","4411","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
441120,"Used Car Dealers","44-45","441","4411","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
441210,"Recreational Vehicle Dealers","44-45","441","4412","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
441221,"Motorcycle Dealers","44-45","441","4412","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
441222,"Boat Dealers","44-45","441","4412","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers","44-45","441","4412","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
441229,"All Other Motor Vehicle Dealers","44-45","441","4412","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
441310,"Automotive Parts and Accessories Stores","44-45","441","4413","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
441320,"Tire Dealers","44-45","441","4413","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
442110,"Furniture Stores","44-45","442","4421","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
442210,"Floor Covering Stores","44-45","442","4422","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
442291,"Window Treatment Stores","44-45","442","4422","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
442299,"All Other Home Furnishings Stores","44-45","442","4422","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
443111,"Household Appliance Stores","44-45","443","4431","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
443112,"Radio, Television, and Other Electronics Stores","44-45","443","4431","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
443120,"Computer and Software Stores","44-45","443","4431","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
443130,"Camera and Photographic Supplies Stores","44-45","443","4431","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
443141,"Household Appliance Stores","44-45","443","4431","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
443142,"Electronics Stores","44-45","443","4431","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
444110,"Home Centers","44-45","444","4441","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
444120,"Paint and Wallpaper Stores","44-45","444","4441","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
444130,"Hardware Stores","44-45","444","4441","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
444190,"Other Building Material Dealers","44-45","444","4441","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
444210,"Outdoor Power Equipment Stores","44-45","444","4442","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
444220,"Nursery, Garden Center, and Farm Supply Stores","44-45","444","4442","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
445110,"Supermarkets and Other Grocery (except Convenience) Stores","44-45","445","4451","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
445120,"Convenience Stores","44-45","445","4451","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
445210,"Meat Markets","44-45","445","4452","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
445220,"Fish and Seafood Markets","44-45","445","4452","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
445230,"Fruit and Vegetable Markets","44-45","445","4452","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
445291,"Baked Goods Stores","44-45","445","4452","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
445292,"Confectionery and Nut Stores","44-45","445","4452","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
445299,"All Other Specialty Food Stores","44-45","445","4452","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
445310,"Beer, Wine, and Liquor Stores","44-45","445","4453","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
446110,"Pharmacies and Drug Stores","44-45","446","4461","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
446120,"Cosmetics, Beauty Supplies, and Perfume Stores","44-45","446","4461","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
446130,"Optical Goods Stores","44-45","446","4461","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
446191,"Food (Health) Supplement Stores","44-45","446","4461","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
446199,"All Other Health and Personal Care Stores","44-45","446","4461","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
447110,"Gasoline Stations with Convenience Stores","44-45","447","4471","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
447190,"Other Gasoline Stations","44-45","447","4471","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
448110,"Men's Clothing Stores","44-45","448","4481","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
448120,"Women's Clothing Stores","44-45","448","4481","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
448130,"Children's and Infants' Clothing Stores","44-45","448","4481","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
448140,"Family Clothing Stores","44-45","448","4481","NULL","NULL","Remaining Sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
