Data Download from NCSES Interactive Data Tool,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filters,Selected values,,,,,,,,,,,,,,,,,,,,,,,,,,
Performer of Research by Field,"Universities and colleges, excluding FFRDCs, Other than universities and colleges",,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Research and Applied Research,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,
Detailed Fields,"Agricultural sciences, Biological sciences (excluding environmental), Environmental biology, Medical sciences, Other life sciences, Biological aspects",,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Year,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deflator: Current Dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit of Measure: Thousands of Dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,<Fiscal Year>,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999
Science,Life sciences,Other life sciences,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Applied research,Total for selected values,"100,085","92,937","8,598","8,646","8,636","8,573","9,631","9,246","2,661","2,571","2,527","1,969","3,035","5,443","5,521","8,733","9,807","11,114","10,720","6,068","9,177"
Science,Life sciences,Other life sciences,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Applied research,"Universities and colleges, excluding FFRDCs","30,617","6,657",559,552,552,528,462,436,249,297,338,438,385,509,618,930,"2,011","3,392","5,913","5,694","9,177"
Science,Life sciences,Other life sciences,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Applied research,Other than universities and colleges,"69,469","86,280","8,039","8,093","8,084","8,044","9,169","8,810","2,411","2,274","2,189","1,531","2,650","4,934","4,903","7,803","7,796","7,722","4,807",374,-
Science,Life sciences,Other life sciences,Smithsonian Institution,Total for selected values,Total for selected values,Total for selected values,"1,230","1,521",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Smithsonian Institution,Smithsonian Institution,Total for selected values,Total for selected values,"1,230","1,521",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Smithsonian Institution,Smithsonian Institution,Basic research,Total for selected values,"1,230","1,521",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Smithsonian Institution,Smithsonian Institution,Basic research,Other than universities and colleges,"1,230","1,521",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Total for selected values,Total for selected values,Total for selected values,Total for selected values,Total for selected values,"17,523","19,949","10,409","19,818","19,069","15,045","14,323","14,167","16,372","13,596","2,143","21,767","3,801","3,014","2,345","5,950","23,241","10,619","13,639","8,191","18,034"
Science,Psychology,Biological aspects,Total for selected values,Total for selected values,Total for selected values,Total for selected values,"17,523","19,949","10,409","19,818","19,069","15,045","14,323","14,167","16,372","13,596","2,143","21,767","3,801","3,014","2,345","5,950","23,241","10,619","13,639","8,191","18,034"
Science,Psychology,Biological aspects,Department of Agriculture,Total for selected values,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,409,384,-
Science,Psychology,Biological aspects,Department of Agriculture,Forest Service,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,409,384,-
Science,Psychology,Biological aspects,Department of Agriculture,Forest Service,Basic research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133,125,-
Science,Psychology,Biological aspects,Department of Agriculture,Forest Service,Basic research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133,125,-
Science,Psychology,Biological aspects,Department of Agriculture,Forest Service,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,276,259,-
Science,Psychology,Biological aspects,Department of Agriculture,Forest Service,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,276,259,-
Science,Psychology,Biological aspects,Department of Commerce,Total for selected values,Total for selected values,Total for selected values,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Commerce,National Institute of Standards and Technology,Total for selected values,Total for selected values,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Commerce,National Institute of Standards and Technology,Applied research,Total for selected values,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Commerce,National Institute of Standards and Technology,Applied research,Other than universities and colleges,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Total for selected values,Total for selected values,Total for selected values,"4,929","7,933","2,359","9,728","8,046","3,936","4,146","4,972","8,095","4,742","2,040","2,695","2,201","1,771","1,387","4,752","23,049","10,231","12,540","6,777","3,280"
Science,Psychology,Biological aspects,Department of Defense,Defense agencies and activities,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,"3,002",507,"1,870","1,762","1,185","1,387","1,944","11,415","7,935","10,516","5,765","2,316"
Science,Psychology,Biological aspects,Department of Defense,Defense agencies and activities,Basic research,Total for selected values,-,-,-,-,-,-,-,-,-,-,275,-,786,345,-,-,"10,151","6,747","9,869","5,016","2,316"
Science,Psychology,Biological aspects,Department of Defense,Defense agencies and activities,Basic research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,-,-,-,-,-,665,311,-,-,"10,015","6,648","9,724","4,919","2,292"
Science,Psychology,Biological aspects,Department of Defense,Defense agencies and activities,Basic research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,275,-,121,34,-,-,136,99,145,97,24
Science,Psychology,Biological aspects,Department of Defense,Defense agencies and activities,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,"3,002",232,"1,870",976,840,"1,387","1,944","1,264","1,188",647,749,-
Science,Psychology,Biological aspects,Department of Defense,Defense agencies and activities,Applied research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,-,-,"3,002",232,"1,870",976,840,"1,366","1,482","1,264","1,188",647,749,-
Science,Psychology,Biological aspects,Department of Defense,Defense agencies and activities,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,462,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Department of the Air Force,Total for selected values,Total for selected values,-,180,-,-,-,-,"2,153",-,"2,776",450,"1,533",-,439,-,-,"2,808","11,634","2,296","2,024","1,012",964
Science,Psychology,Biological aspects,Department of Defense,Department of the Air Force,Basic research,Total for selected values,-,180,-,-,-,-,"2,153",-,"2,776",450,"1,533",-,439,-,-,425,246,665,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Department of the Air Force,Basic research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,"2,028",-,-,450,-,-,439,-,-,350,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Department of the Air Force,Basic research,Other than universities and colleges,-,180,-,-,-,-,126,-,"2,776",-,"1,533",-,-,-,-,75,246,665,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Department of the Air Force,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,383","11,388","1,631","2,024","1,012",964
Science,Psychology,Biological aspects,Department of Defense,Department of the Air Force,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,383","11,388","1,631","2,024","1,012",964
Science,Psychology,Biological aspects,Department of Defense,Department of the Army,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,825,-,586,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Department of the Army,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,825,-,586,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Department of the Army,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,825,-,586,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Department of the Navy,Total for selected values,Total for selected values,"3,049","5,000",984,"8,128","4,094","1,532","1,393","3,896","2,492","1,290",-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Department of the Navy,Basic research,Total for selected values,"3,049","5,000",939,"4,452",782,"1,532","1,393","3,896","2,492","1,290",-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Department of the Navy,Basic research,"Universities and colleges, excluding FFRDCs","1,989","2,247",809,"4,377",782,"1,532","1,259","3,077","1,888",980,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Department of the Navy,Basic research,Other than universities and colleges,"1,060","2,753",130,75,-,-,134,819,604,310,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Department of the Navy,Applied research,Total for selected values,-,-,45,"3,676","3,313",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Department of the Navy,Applied research,"Universities and colleges, excluding FFRDCs",-,-,45,"2,487","1,416",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Department of the Navy,Applied research,Other than universities and colleges,-,-,-,"1,189","1,897",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Other defense agencies,Total for selected values,Total for selected values,"1,880","2,753","1,374","1,599","3,952","2,404",600,"1,076","2,827",-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Other defense agencies,Basic research,Total for selected values,"1,880","2,753","1,374","1,599","2,845","1,503",600,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Other defense agencies,Basic research,"Universities and colleges, excluding FFRDCs","1,880","2,753","1,374","1,599","2,845","1,503",387,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Other defense agencies,Basic research,Other than universities and colleges,-,-,-,-,-,-,213,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Other defense agencies,Applied research,Total for selected values,-,-,-,-,"1,107",901,-,"1,076","2,827",-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Other defense agencies,Applied research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,"1,076","2,827",-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Defense,Other defense agencies,Applied research,Other than universities and colleges,-,-,-,-,"1,107",901,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Health and Human Services,Total for selected values,Total for selected values,Total for selected values,417,417,408,430,478,468,477,-,-,-,-,502,504,-,-,-,-,-,-,-,"14,674"
Science,Psychology,Biological aspects,Department of Health and Human Services,Agency for Healthcare Research and Quality,Total for selected values,Total for selected values,417,417,408,430,478,468,477,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Health and Human Services,Agency for Healthcare Research and Quality,Applied research,Total for selected values,417,417,408,430,478,468,477,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Health and Human Services,Agency for Healthcare Research and Quality,Applied research,Other than universities and colleges,417,417,408,430,478,468,477,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Health and Human Services,Centers for Disease Control and Prevention,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,502,504,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Health and Human Services,Centers for Disease Control and Prevention,Basic research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Health and Human Services,Centers for Disease Control and Prevention,Basic research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Health and Human Services,Centers for Disease Control and Prevention,Basic research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Health and Human Services,Centers for Disease Control and Prevention,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,500,502,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Health and Human Services,Centers for Disease Control and Prevention,Applied research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,-,-,-,-,500,502,-,-,-,-,-,-,-,-
Science,Psychology,Biological aspects,Department of Health and Human Services,National Institutes of Health,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,674"
Science,Psychology,Biological aspects,Department of Health and Human Services,National Institutes of Health,Basic research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,838"
Science,Psychology,Biological aspects,Department of Health and Human Services,National Institutes of Health,Basic research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,999"
Science,Psychology,Biological aspects,Department of Health and Human Services,National Institutes of Health,Basic research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,839"
Science,Psychology,Biological aspects,Department of Health and Human Services,National Institutes of Health,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,836"
